time,open,high,low,close,ema200,macd_main,macd_signal
2026.05.20 00:00,4481.99,4508.68,4477.16,4500.78,4680.168429176885,-38.557031914436266,-36.12654986273682
2026.05.20 04:00,4500.85,4506.13,4453.46,4461.91,4677.996703513433,-41.49343622319975,-36.40090639573356
2026.05.20 08:00,4461.83,4489.95,4461.34,4483.95,4676.065890543151,-41.56300157937312,-36.928022504920115
2026.05.20 12:00,4483.94,4505.18,4472.6,4496.04,4674.274588149687,-40.179407467208875,-37.51394322668636
2026.05.20 16:00,4496.03,4552.64,4466.91,4534.13,4672.880114635759,-35.5989914822685,-37.61808119129872
2026.05.20 20:00,4534.29,4550.19,4529.33,4543.49,4671.592650808538,-30.85799330053669,-37.26326338171619
2026.05.21 00:00,4544.77,4553.08,4534.44,4545.11,4670.334116969647,-26.662647223105523,-36.48847023184006
2026.05.21 04:00,4545.09,4570.65,4527.1,4538.27,4669.020046154029,-23.61748836217612,-35.19288366194767
2026.05.21 08:00,4538.28,4540.12,4511.84,4532.32,4667.6598466898095,-21.43717884592479,-33.32968626646999
2026.05.21 12:00,4532.28,4542.61,4502.34,4503.89,4666.030295976479,-21.752581032953458,-31.462525057416347
2026.05.21 16:00,4503.94,4520.92,4488.42,4519.28,4664.570094026464,-20.524106039510116,-29.132599481450832
2026.05.21 20:00,4519.43,4559.17,4513.98,4543.0,4663.360441349584,-17.4355389530283,-26.451770300745853
2026.05.22 00:00,4544.77,4545.85,4525.46,4526.57,4661.999342430682,-16.127681105180272,-23.77935626052045
2026.05.22 04:00,4526.53,4536.1,4518.31,4527.1,4660.657060416447,-14.87693571321688,-21.476905619514717
2026.05.22 08:00,4527.06,4534.08,4507.15,4521.73,4659.274701606334,-14.155845326771669,-19.621111400207493
2026.05.22 12:00,4521.68,4536.68,4510.04,4528.0,4657.968485669953,-12.929397356459049,-18.095194748357883
2026.05.22 16:00,4528.32,4534.21,4491.73,4514.77,4656.543625116024,-12.876546127793517,-16.901756722315373
2026.05.22 20:00,4514.88,4527.68,4503.75,4507.29,4655.058514418352,-13.285092360288218,-15.99596933502242
2026.05.25 00:00,4534.6,4579.76,4533.39,4569.22,4654.204399847025,-8.51349647565803,-14.524959939767372
2026.05.25 04:00,4569.21,4576.23,4556.51,4564.67,4653.313510296309,-5.041009711624611,-12.80461590333565
2026.05.25 08:00,4564.65,4565.84,4550.33,4555.85,4652.343724124206,-2.9665427630334307,-11.196949660002886
2026.05.25 12:00,4555.91,4576.8,4552.68,4567.49,4651.49940846128,-0.37889438150978094,-9.447084468483943
2026.05.25 16:00,4567.5,4574.5,4559.87,4573.43,4650.72259842684,2.1266295001005346,-7.557799444782009
2026.05.25 20:00,4573.3,4577.65,4563.14,4567.58,4649.8953088902545,3.5987450255770455,-5.5850671834099295
2026.05.26 00:00,4569.68,4580.05,4539.44,4549.36,4648.894957558014,3.257653257496713,-3.7865060040815113
2026.05.26 04:00,4549.4,4549.8,4523.26,4525.32,4647.6653559902725,1.0355710658959651,-2.24071520478268
2026.05.26 08:00,4525.3,4538.81,4519.94,4523.55,4646.4303773237025,-0.8583744809820928,-0.8599687737486661
2026.05.26 12:00,4523.68,4540.35,4500.38,4520.23,4645.174652176203,-2.597296211657522,-0.20261318885972068
2026.05.26 16:00,4520.21,4531.2,4499.72,4504.73,4643.777192950569,-5.166567696242964,-0.21656407603953776
2026.05.26 20:00,4504.76,4510.51,4482.42,4507.29,4642.419111428673,-6.916434897028921,-0.6554409798168145
2026.05.27 00:00,4510.12,4538.88,4495.94,4514.98,4641.151060568686,-7.595146408790242,-1.4572467606257546
2026.05.27 04:00,4514.97,4520.99,4495.63,4510.03,4639.846373398848,-8.435217862063837,-2.630785356421796
2026.05.27 08:00,4510.01,4513.75,4475.61,4497.72,4638.432180628711,-9.97925996520371,-4.139452577619657
2026.05.27 12:00,4497.63,4497.63,4424.8,4438.68,4636.444596741858,-15.784999391136807,-6.255302871912271
2026.05.27 16:00,4438.66,4455.36,4401.14,4450.64,4634.595794784228,-19.199695529504424,-8.503665826956759
2026.05.27 20:00,4450.68,4458.64,4441.31,4456.13,4632.82001573165,-21.21827859484074,-10.765877395163276
2026.05.28 00:00,4456.65,4465.58,4443.72,4456.89,4631.069468311434,-22.497359018168936,-12.976995484775655
2026.05.28 04:00,4456.9,4458.56,4366.27,4372.82,4628.499821860574,-29.949546141652718,-15.73065975648785
2026.05.28 08:00,4372.84,4395.93,4367.07,4386.76,4626.094450498777,-34.33482612567332,-18.777147670781673
2026.05.28 12:00,4386.63,4433.52,4375.13,4431.95,4624.162664921675,-33.77440644220678,-21.68595434116129
2026.05.28 16:00,4432.45,4510.86,4417.95,4510.84,4623.035076215987,-26.65721829769882,-23.710621056231844
2026.05.28 20:00,4510.93,4516.36,4494.72,4495.55,4621.766567994933,-21.99700287624364,-25.04592582412517
2026.05.29 00:00,4495.81,4500.37,4488.9,4495.94,4620.514562343242,-18.064047741187096,-25.2991534185752
2026.05.29 04:00,4495.97,4520.5,4492.29,4513.91,4619.4538204293785,-13.343310267952802,-24.648443945069467
2026.05.29 08:00,4513.92,4525.93,4502.51,4514.69,4618.411394355454,-9.430444039430768,-23.338684550023913
2026.05.29 12:00,4514.74,4543.1,4512.58,4522.8,4617.4600371976885,-5.610387090709082,-21.462354335861708
2026.05.29 16:00,4522.95,4595.04,4516.9,4566.78,4616.955758220597,0.9548471237112608,-18.028532861932376
2026.05.29 20:00,4566.81,4568.36,4539.12,4540.24,4616.19241734278,3.970516697701896,-13.77238365933513
2026.06.01 00:00,4524.12,4545.69,4516.54,4540.66,4615.440851001061,6.3214769998567135,-9.317285499105854
2026.06.01 04:00,4540.61,4541.31,4508.52,4514.25,4614.433976861747,5.98457721379782,-5.690419331161783
2026.06.01 08:00,4514.28,4525.04,4490.54,4497.85,4613.273937290984,4.344161971571339,-2.763623236960118
2026.06.01 12:00,4497.91,4512.75,4489.0,4502.05,4612.167231447292,3.3444729701514007,-0.38489871347806304
2026.06.01 16:00,4502.63,4503.67,4447.5,4479.89,4610.851040089607,0.7553779067011419,1.1816221948168195
2026.06.01 20:00,4479.84,4495.33,4471.29,4484.61,4609.594910337471,-0.9051994553383338,2.128871593049312
2026.06.02 00:00,4486.25,4496.96,4476.53,4481.22,4608.317548045557,-2.466333292202762,2.4782109039944586
2026.06.02 04:00,4481.1,4518.04,4462.83,4517.22,4607.411104781421,-0.7895426140512427,2.284389822020847
2026.06.02 08:00,4517.2,4541.29,4515.03,4526.56,4606.606616176631,1.2782511379373318,1.9852492042692287
2026.06.02 12:00,4526.57,4535.62,4513.3,4514.56,4605.690729448506,1.926485546042386,1.496916820512081
2026.06.02 16:00,4514.83,4524.59,4486.2,4491.73,4604.556791842054,0.5912106743744516,0.8976538716872624
2026.06.02 20:00,4491.74,4492.85,4478.57,4487.73,4603.394336201834,-0.78077061453223,0.3282169176757548
2026.06.03 00:00,4490.16,4496.62,4462.04,4486.0,4602.226233354055,-1.9847927569562671,-0.2639237186695417
2026.06.03 04:00,4485.78,4487.94,4463.15,4469.16,4600.902191231129,-4.2488580507988445,-0.8199499361695402
2026.06.03 08:00,4469.21,4474.05,4440.05,4443.81,4599.339084850721,-7.996500568187912,-1.6078722820417155
2026.06.03 12:00,4443.62,4467.86,4438.81,4460.12,4597.953820324843,-9.540476893000232,-2.3938882376858786
2026.06.03 16:00,4460.1,4465.58,4425.93,4441.68,4596.3988569385265,-12.112418721352697,-3.6519855829415957
2026.06.03 20:00,4441.91,4452.06,4430.15,4434.18,4594.784738959039,-14.587730196883967,-5.41487239792174
2026.06.04 00:00,4438.44,4465.26,4423.83,4448.22,4593.326383347506,-15.24083485495703,-7.32235244247723
2026.06.04 04:00,4448.25,4483.89,4442.91,4480.86,4592.207314856486,-12.975081127179692,-8.82971819820547
2026.06.04 08:00,4480.87,4482.23,4458.36,4463.16,4590.9232619723425,-12.464019589722739,-10.127856973226637
2026.06.04 12:00,4463.18,4514.5,4460.8,4503.95,4590.0578563805775,-8.66767200807135,-10.870399112239424
2026.06.04 16:00,4503.88,4515.2,4457.14,4482.59,4588.988524476294,-7.298480347140867,-11.209246034055203
2026.06.04 20:00,4482.54,4483.22,4472.63,4475.17,4587.85600184469,-6.734487104564323,-11.069022315874804
2026.06.05 00:00,4475.46,4481.39,4450.47,4459.08,4586.574648592504,-7.499398528705569,-10.842235830953175
2026.06.05 04:00,4459.13,4469.87,4435.07,4444.83,4585.164254079146,-9.149977011678857,-10.513075640989415
2026.06.05 08:00,4444.79,4468.04,4428.5,4462.58,4583.944510257464,-8.922937623562575,-9.883654243953705
2026.06.05 12:00,4462.48,4475.7,4404.64,4405.93,4582.173221598186,-13.162460181321876,-9.65272372466091
2026.06.05 16:00,4406.32,4420.89,4323.34,4344.45,4579.8078164081535,-21.238411356987854,-10.570871527972928
2026.06.05 20:00,4344.51,4347.17,4311.58,4328.58,4577.308037140411,-28.589673259779374,-12.362610824645888
2026.06.08 00:00,4325.16,4353.16,4308.96,4342.03,4574.966962143989,-32.95046622339396,-15.060699070792845
2026.06.08 04:00,4342.18,4345.76,4299.91,4312.48,4572.355151575392,-38.3488029758164,-18.51073491842346
2026.06.08 08:00,4312.45,4316.69,4268.45,4288.61,4569.5318167338455,-44.045405240810396,-22.65639248911747
2026.06.08 12:00,4288.61,4339.25,4272.82,4332.96,4567.177868308633,-44.468721485568494,-26.764095039880015
2026.06.08 16:00,4332.79,4346.45,4314.67,4340.53,4564.9226656388955,-43.689738811398456,-30.60184635095997
2026.06.08 20:00,4340.54,4345.73,4323.13,4329.76,4562.582738617613,-43.44068128820163,-34.437151202586534
2026.06.09 00:00,4332.66,4333.04,4312.63,4319.59,4560.164900422414,-43.561782302354914,-37.814853660479095
2026.06.09 04:00,4319.59,4342.04,4318.45,4332.14,4557.895995940599,-42.15909184561042,-40.13937371477049
2026.06.09 08:00,4332.16,4351.33,4321.06,4326.41,4555.592652697409,-41.036766367014934,-41.52238406001889
2026.06.09 12:00,4326.47,4343.98,4324.05,4341.21,4553.459491974052,-38.5091692955566,-42.140017734703626
2026.06.09 16:00,4341.39,4363.18,4236.51,4251.87,4550.458601506649,-43.2168448743796,-42.680911278988425
2026.06.09 20:00,4252.15,4274.08,4249.76,4259.26,4547.561102984195,-45.823179360643735,-42.87844173674768
2026.06.10 00:00,4254.02,4257.5,4198.85,4217.96,4544.281490019179,-50.63756473466128,-43.56386876442466
2026.06.10 04:00,4217.97,4218.72,4172.31,4174.68,4540.603863252819,-57.28498843527723,-45.074452055966745
2026.06.10 08:00,4174.73,4221.89,4161.25,4168.79,4536.9042228224425,-62.31012109604126,-47.171056479060034
2026.06.10 12:00,4168.84,4179.32,4130.5,4146.77,4533.022290257046,-67.29368519098716,-49.80793457779695
2026.06.10 16:00,4146.85,4186.07,4106.72,4121.88,4528.931322194787,-72.4168344369873,-53.16990597683883
2026.06.10 20:00,4121.87,4134.82,4067.02,4071.08,4524.375587645585,-79.65785638827492,-57.46113820142327
2026.06.11 00:00,4071.49,4077.88,4023.73,4075.61,4519.9102584152815,-84.06187237417544,-62.52254965460314
2026.06.11 04:00,4075.63,4117.84,4052.32,4082.45,4515.557420023089,-86.0087011679816,-67.27720035389225
2026.06.11 08:00,4082.53,4112.39,4072.44,4084.34,4511.266699425845,-86.40306901306667,-71.78607698193925
2026.06.11 12:00,4084.37,4096.24,4057.41,4081.67,4506.992105401708,-85.94038776334037,-75.7086128740147
2026.06.11 16:00,4081.87,4107.46,4052.7,4080.07,4502.744124253432,-84.72614589801833,-78.75763036987483
2026.06.11 20:00,4080.03,4219.99,4071.81,4210.52,4499.836421524543,-72.40300887079411,-79.87906234484737
2026.06.12 00:00,4214.47,4246.13,4200.53,4208.06,4496.933173549174,-62.11926323555235,-79.30412657202127
2026.06.12 04:00,4208.11,4210.84,4171.18,4189.78,4493.876923066098,-54.81251935340424,-77.34809156273427
2026.06.12 08:00,4189.77,4225.77,4170.02,4219.49,4491.146704926137,-46.09318988045834,-73.61868417297687
2026.06.12 12:00,4219.52,4227.84,4188.36,4191.56,4488.1657426880665,-40.96456206113635,-68.83009413819475
2026.06.12 16:00,4191.55,4235.36,4176.96,4215.86,4485.456232810573,-34.54111220769482,-63.11147314260733
2026.06.12 20:00,4215.85,4235.27,4201.64,4218.74,4482.802339946787,-28.88512030305901,-56.72058995260648
2026.06.15 00:00,4273.27,4308.81,4261.75,4292.41,4480.907888803037,-18.247803337283585,-49.19919168304462
2026.06.15 04:00,4292.42,4335.24,4285.33,4328.09,4479.3873127950465,-6.859503112390485,-40.547342484641526
2026.06.15 08:00,4328.08,4345.27,4300.71,4334.04,4477.941070876687,2.615769179048584,-32.21192270132567
2026.06.15 12:00,4334.06,4349.21,4324.37,4348.84,4476.65648310677,11.19023300648314,-24.06642311887728
2026.06.15 16:00,4348.87,4369.14,4334.42,4339.09,4475.287662379339,17.00281597092362,-16.086941416174184
2026.06.15 20:00,4339.03,4339.03,4306.25,4308.92,4473.632262753674,18.95634603171311,-8.85921520371069
2026.06.16 00:00,4308.88,4320.56,4305.82,4319.02,4472.093832278513,21.07656079692788,-1.9657571083702203
2026.06.16 04:00,4319.05,4332.95,4307.42,4322.29,4470.603246882707,22.758363695065782,4.400851325269847
2026.06.16 08:00,4322.28,4347.79,4313.33,4346.78,4469.371174774422,25.770279199931792,10.473673492268826
2026.06.16 12:00,4346.81,4354.88,4334.95,4354.51,4468.228277512985,28.453001841065998,15.662651845418779
2026.06.16 16:00,4354.48,4354.7,4313.11,4340.43,4466.956652861115,29.107408447755006,19.65897535210161
2026.06.16 20:00,4340.39,4342.73,4325.09,4330.97,4465.603551837622,28.53376794361975,22.538752992609517
2026.06.17 00:00,4332.54,4341.4,4328.37,4336.89,4464.322819978542,28.2314140678036,24.432217554978457
2026.06.17 04:00,4336.9,4349.56,4317.26,4326.59,4462.952344157859,26.851149189965327,25.526476801538646
2026.06.17 08:00,4326.69,4333.85,4316.76,4324.62,4461.575902922458,25.306598084081998,26.232060362912968
2026.06.17 12:00,4324.54,4335.46,4319.59,4333.46,4460.301117818752,24.51327060130552,26.613917007843817
2026.06.17 16:00,4333.43,4366.28,4323.92,4359.28,4459.2959325668235,25.672079318774195,26.93766318825586
2026.06.17 20:00,4359.31,4382.08,4218.82,4257.56,4457.288609854716,18.173002623699176,26.09352134645224
2026.06.18 00:00,4256.6,4315.17,4254.19,4308.25,4455.805638612381,16.13420461332771,24.724766098925762
2026.06.18 04:00,4308.27,4329.62,4306.74,4315.73,4454.4118511635015,14.949685321858851,23.151685751603967
2026.06.18 08:00,4315.57,4324.4,4265.43,4266.57,4452.542778017597,9.929680916043253,21.084564970762134
2026.06.18 12:00,4266.76,4273.1,4239.68,4246.46,4450.4922031119495,4.279253750050884,18.423213824345165
2026.06.18 16:00,4246.43,4276.5,4213.8,4219.24,4448.191186165562,-2.3678815366965864,15.176654854716064
2026.06.18 20:00,4219.32,4232.99,4201.28,4208.84,4445.809582323118,-8.378396288003387,11.433877702262134
2026.06.19 00:00,4210.95,4213.05,4184.01,4190.16,4443.26580538458,-14.482151192440142,7.1010530585126155
2026.06.19 04:00,4190.23,4194.37,4124.98,4125.62,4440.105150604633,-24.247746616800214,1.5544057323376812
2026.06.19 08:00,4125.51,4178.41,4121.48,4168.92,4437.406790897125,-28.168395492104537,-3.5946385027516206
2026.06.19 12:00,4168.91,4179.7,4141.71,4178.87,4434.834285515064,-30.12538939164915,-8.734593392193494
2026.06.19 16:00,4178.9,4182.72,4142.44,4151.32,4432.013247848247,-33.5130582372567,-14.119342676539667
2026.06.22 00:00,4140.48,4200.84,4136.34,4200.65,4429.711125979111,-31.850142851480996,-18.761545317375695
2026.06.22 04:00,4200.83,4220.95,4170.47,4181.59,4427.242259053945,-31.704780166312958,-22.75977130808279
2026.06.22 08:00,4181.6,4207.14,4179.21,4197.24,4424.953679361866,-29.98115093814704,-25.827912352688397
2026.06.22 12:00,4197.12,4215.01,4192.08,4193.2,4422.647672602047,-28.611342842709746,-28.07601752543355
2026.06.22 16:00,4193.27,4210.57,4169.58,4189.69,4420.329685809987,-27.492076182835262,-29.521564746588563
2026.06.22 20:00,4189.75,4193.49,4176.94,4191.16,4418.049390428792,-26.184592888826955,-29.73676988792487
2026.06.23 00:00,4192.23,4195.13,4178.2,4193.17,4415.811784553879,-24.70146959136855,-29.351555898954203
2026.06.23 04:00,4193.13,4198.22,4114.66,4117.94,4412.847886200109,-29.25923373619389,-29.255316381681396
2026.06.23 08:00,4118.22,4137.22,4090.74,4105.14,4409.786116188168,-33.51777563044561,-29.255840536480164
2026.06.23 12:00,4105.16,4133.12,4103.7,4113.1,4406.834015529579,-35.8372853694691,-29.698856371812177
2026.06.23 16:00,4113.09,4144.85,4105.19,4134.09,4404.120144728289,-35.571747012641936,-30.12851935473762
2026.06.23 20:00,4134.01,4139.56,4107.25,4109.9,4401.192581099152,-36.888014715837926,-30.89594866336994
2026.06.24 00:00,4112.31,4114.88,4080.62,4097.06,4398.1663862623445,-38.523175854058536,-31.997263442408695
2026.06.24 04:00,4097.09,4102.03,4050.23,4064.35,4394.844830180132,-41.97461918623685,-33.606434887231096
2026.06.24 08:00,4064.3,4097.35,4060.59,4076.05,4391.6727423176435,-43.26706488311538,-35.50448733104092
2026.06.24 12:00,4076.03,4078.91,3987.43,3987.59,4387.652018513488,-50.84323100023539,-38.40912748758168
2026.06.24 16:00,3987.88,4041.98,3964.34,4006.5,4383.859461115344,-54.69107361620945,-41.23488747425007
2026.06.24 20:00,4006.51,4011.1,3959.02,3998.99,4380.029914238575,-57.68159334534903,-43.919756109239344
2026.06.25 00:00,4004.54,4018.49,3978.33,3991.24,4376.1613578779925,-59.98548665626686,-46.60288958555021
2026.06.25 04:00,3991.23,4005.71,3963.01,3995.89,4372.377563272242,-60.735995812613055,-49.39891722999145
2026.06.25 08:00,3995.88,4001.86,3971.2,3989.03,4368.563159657593,-61.17908992869479,-52.09792558697554
2026.06.25 12:00,3989.02,4018.87,3973.53,4012.16,4365.016859561498,-58.9839176272917,-54.371341339557006
2026.06.25 16:00,4012.38,4043.88,3999.0,4028.55,4361.668930610637,-55.28440750365917,-55.85020670815948
2026.06.25 20:00,4028.56,4044.06,4021.67,4026.47,4358.333617868244,-51.92183509906272,-56.811847843264744
2026.06.26 00:00,4030.64,4036.44,4011.16,4020.06,4354.967711222788,-49.206978256725506,-56.63004198287476
2026.06.26 04:00,4020.08,4029.26,3982.83,4011.19,4351.5470374792785,-47.22676872775219,-55.800674773046175
2026.06.26 08:00,4011.49,4039.54,4005.44,4030.77,4348.355226161077,-43.575188399038325,-54.23329644567832
2026.06.26 12:00,4030.78,4061.32,4029.43,4058.84,4345.474477642061,-37.97847801729313,-51.788073263570126
2026.06.26 16:00,4058.9,4095.81,4043.17,4084.88,4342.881497765025,-31.083522840514433,-48.493354044448054
2026.06.26 20:00,4084.99,4089.66,4064.29,4088.36,4340.348945548459,-25.049657413232126,-44.47897265384109
2026.06.29 00:00,4084.0,4085.31,4048.07,4069.41,4337.653035642504,-21.54848470053821,-40.31948010642404
2026.06.29 04:00,4069.48,4075.4,4049.48,4052.09,4334.81161240228,-19.94148631081498,-36.392488862774684
2026.06.29 08:00,4051.96,4068.41,4039.18,4046.8,4331.945825214198,-18.877182885124512,-32.72086083900377
2026.06.29 12:00,4046.75,4055.08,4024.34,4043.41,4329.074821978235,-18.098629683970103,-29.264377664253168
2026.06.29 16:00,4043.56,4051.57,3999.93,4023.69,4326.036167033179,-18.8555053276923,-26.112015064246513
2026.06.29 20:00,4023.71,4031.95,4005.09,4016.39,4322.955110644789,-19.81595769439582,-23.472100541508457
2026.06.30 00:00,4018.21,4022.27,3979.35,3986.88,4319.6110796931,-22.696700059256273,-21.774125212837696
2026.06.30 04:00,3986.93,3997.87,3942.15,3985.33,4316.284899795656,-24.81868681167589,-21.078032320744523
2026.06.30 08:00,3985.32,4037.48,3974.99,4015.4,4313.291020195699,-23.799631568567293,-20.939140560226207
2026.06.30 12:00,4015.19,4037.18,4008.52,4009.73,4310.270512532061,-23.182313283298754,-21.120677069421824
2026.06.30 16:00,4009.72,4063.16,4009.19,4025.97,4307.441651710847,-21.1389748742331,-21.25373135424606
2026.06.30 20:00,4025.91,4033.61,4006.28,4007.3,4304.455167614222,-20.78651344406262,-21.46587919412807
2026.07.01 00:00,4011.16,4018.23,3992.94,3996.52,4301.391136095673,-21.133428124765942,-21.803079020883164
2026.07.01 04:00,3996.55,3999.6,3969.95,3976.4,4298.157393447955,-22.769404833296903,-22.23795674372812
2026.07.01 08:00,3976.38,3984.22,3960.02,3974.25,4294.934434309169,-23.963182541309834,-22.698759504496344
2026.07.01 12:00,3974.25,4035.28,3972.59,4022.63,4292.224937450372,-20.76602054569321,-22.484239558544893
2026.07.01 16:00,4022.58,4115.43,4012.59,4071.1,4290.024689316538,-14.157919032937116,-21.299709805351696
2026.07.01 20:00,4071.01,4073.51,4028.37,4030.9,4287.44633419896,-12.026125323137421,-19.991542444748376
2026.07.02 00:00,4036.42,4052.37,4030.56,4051.76,4285.10119654524,-8.554821130865093,-18.366265538922413
2026.07.02 04:00,4051.75,4073.91,4041.11,4060.57,4282.867055286084,-5.034855497251556,-16.57691894148002
2026.07.02 08:00,4060.56,4079.85,4053.04,4075.9,4280.8076816016455,-0.99676441111842,-14.378057937819554
2026.07.02 12:00,4075.91,4140.34,4057.3,4117.4,4279.181734521032,5.488882615465627,-11.420023411127158
2026.07.02 16:00,4117.59,4143.84,4100.15,4117.95,4277.577438655151,10.551553276003233,-7.717694732316032
2026.07.02 20:00,4117.84,4126.86,4105.53,4123.65,4276.045822350125,14.852488371569962,-3.404842408662721
2026.07.03 00:00,4125.41,4150.86,4120.87,4147.0,4274.76178431679,19.91558580118408,1.1153360743236442
2026.07.03 04:00,4146.99,4195.25,4146.42,4178.64,4273.805348651947,26.17943038790554,5.597263787750606
2026.07.03 08:00,4178.63,4186.38,4160.26,4180.9,4272.880917322076,30.96894474630062,10.374493795465945
2026.07.03 12:00,4180.91,4186.18,4168.27,4176.67,4271.923594761658,34.03105491602582,15.106257800676048
2026.07.03 16:00,4176.75,4179.13,4155.24,4174.95,4270.958683370995,35.905117813491415,19.655143724091932
2026.07.06 00:00,4183.8,4201.57,4170.14,4179.37,4270.047353188199,37.316818171180785,23.91220845545851
2026.07.06 04:00,4179.19,4202.87,4157.25,4159.51,4268.947479027122,36.4133148255396,27.348256478800064
2026.07.06 08:00,4159.26,4166.1,4144.69,4150.31,4267.767006598992,34.55657214931853,30.015480798057318
2026.07.06 12:00,4150.32,4159.34,4131.3,4139.43,4266.490021458704,31.84013190841324,31.90299674659546
2026.07.06 16:00,4139.57,4156.03,4128.24,4154.89,4265.3795734839905,30.58229260960161,33.088186391975185
2026.07.06 20:00,4154.85,4167.28,4150.17,4164.88,4264.379577727932,30.045212901306513,33.517717782353074
2026.07.07 00:00,4164.15,4168.37,4145.0,4145.76,4263.199283422182,27.75678620219969,33.16081127745297
2026.07.07 04:00,4145.75,4147.8,4124.19,4126.43,4261.838395029922,24.1055483473192,32.057977214263346
2026.07.07 08:00,4126.49,4139.2,4116.54,4125.81,4260.484878661466,20.920726115178695,30.39304480333971
2026.07.07 12:00,4125.82,4174.87,4119.61,4172.19,4259.606322654884,21.8869112482289,28.6786107007895
2026.07.07 16:00,4172.34,4180.27,4135.73,4144.91,4258.465065713044,20.21828807613747,26.87916328418926
2026.07.07 20:00,4144.88,4148.02,4092.08,4105.73,4256.945313815402,15.555084302263822,24.767886856738738
2026.07.08 00:00,4097.65,4126.59,4093.75,4111.33,4255.496405220224,12.17103480077003,22.582431622556157
2026.07.08 04:00,4111.28,4130.98,4096.23,4124.99,4254.197834024003,10.470699324661837,20.34781014645174
2026.07.08 08:00,4125.02,4133.72,4052.12,4056.62,4252.231885426749,3.5651863525008594,17.40558497436222
2026.07.08 12:00,4056.57,4086.37,4040.27,4071.91,4250.437637810563,-0.6660296382524393,14.247494325423094
2026.07.08 16:00,4072.05,4082.77,4021.58,4063.57,4248.578258329861,-4.638793965614241,11.053678512874935
2026.07.08 20:00,4063.72,4091.3,4059.5,4077.27,4246.873698545483,-6.605617367785271,7.995195903656716
2026.07.09 00:00,4076.04,4089.59,4070.12,4073.81,4245.151671694285,-8.347309578970453,4.6358380339679
2026.07.09 04:00,4073.93,4082.41,4054.05,4064.25,4243.351655060512,-10.379378296235245,1.2360973259264876
2026.07.09 08:00,4064.25,4117.54,4063.54,4108.23,4242.007160980307,-8.344795344847626,-1.4194448570858955
2026.07.09 12:00,4108.25,4122.47,4093.56,4107.51,4240.668880771548,-6.713087387551241,-3.517680655788259
2026.07.09 16:00,4107.46,4137.84,4106.67,4127.96,4239.5473993708365,-3.726842265594314,-5.095185276927832
2026.07.09 20:00,4127.94,4137.88,4118.67,4123.45,4238.392201367147,-1.7044924718611583,-5.680705146301389
2026.07.10 00:00,4125.64,4128.05,4114.23,4126.05,4237.274368517723,0.10680144028719951,-5.5948350264636515
2026.07.10 04:00,4126.06,4134.66,4108.4,4115.13,4236.0590016668,0.6535781356715233,-5.006793681876344
2026.07.10 08:00,4115.1,4119.88,4094.71,4097.82,4234.683489212404,-0.30633844926342135,-4.306873802040583
2026.07.10 12:00,4097.79,4117.45,4094.34,4100.59,4233.349225638151,-0.8339501502887288,-3.4720560877426134
2026.07.10 16:00,4100.56,4115.32,4072.74,4104.21,4232.064258218867,-0.9490425069288904,-2.4242410000419072
2026.07.10 20:00,4104.22,4120.65,4097.67,4119.52,4230.944414853505,0.19291125931431452,-1.4756069329128028
2026.07.13 00:00,4091.85,4102.13,4060.91,4073.79,4229.380689332575,-2.562571245871368,-1.0144384727261502
